id,created,modified,codigo,nombre,habilitado
31,10/11/2015 10:37,10/11/2015 10:37,A04.7,ENTEROCOLITIS DEBIDA A CLOSTRIDIUM DIFFICILE,True
32,10/11/2015 10:37,10/11/2015 10:37,A04.8,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,True
33,10/11/2015 10:37,10/11/2015 10:37,A04.9,"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA",True
34,10/11/2015 10:37,10/11/2015 10:37,A05,OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS,True
35,10/11/2015 10:37,10/11/2015 10:37,A05.0,INTOXICACION ALIMENTARIA ESTAFILOCOCICA,True
36,10/11/2015 10:37,10/11/2015 10:37,A05.1,BOTULISMO,True
37,10/11/2015 10:37,10/11/2015 10:37,A05.2,INTOXICACION ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS,True
38,10/11/2015 10:37,10/11/2015 10:37,A05.3,INTOXICACION ALIMENTARIA DEBIDA A VIBRIO PARAHAEMOLYTICUS,True
39,10/11/2015 10:37,10/11/2015 10:37,A05.4,INTOXICACION ALIMENTARIA DEBIDA A BACILLUS CEREUS,True
40,10/11/2015 10:37,10/11/2015 10:37,A05.8,OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS,True
41,10/11/2015 10:37,10/11/2015 10:37,A05.9,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA",True
42,10/11/2015 10:37,10/11/2015 10:37,A06,AMEBIASIS,True
43,10/11/2015 10:37,10/11/2015 10:37,A06.0,DISENTERIA AMEBIANA AGUDA,True
44,10/11/2015 10:37,10/11/2015 10:37,A06.1,AMEBIASIS INTESTINAL CRONICA,True
45,10/11/2015 10:37,10/11/2015 10:37,A06.2,COLITIS AMEBIANA NO DISENTERICA,True
46,10/11/2015 10:37,10/11/2015 10:37,A06.3,AMEBOMA INTESTINAL,True
47,10/11/2015 10:37,10/11/2015 10:37,A06.4,ABSCESO AMEBIANO DEL HIGADO,True
48,10/11/2015 10:37,10/11/2015 10:37,A06.5,ABSCESO AMEBIANO DEL PULMON,True
49,10/11/2015 10:37,10/11/2015 10:37,A06.6,ABSCESO AMEBIANO DEL CEREBRO,True
50,10/11/2015 10:37,10/11/2015 10:37,A06.7,AMEBIASIS CUTANEA,True
51,10/11/2015 10:37,10/11/2015 10:37,A06.8,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES,True
52,10/11/2015 10:37,10/11/2015 10:37,A06.9,"AMEBIASIS, NO ESPECIFICADA",True
53,10/11/2015 10:37,10/11/2015 10:37,A07,OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS,True
54,10/11/2015 10:37,10/11/2015 10:37,A07.0,BALANTIDIASIS,True
55,10/11/2015 10:37,10/11/2015 10:37,A07.1,GIARDIASIS (LAMBLIASIS),True
56,10/11/2015 10:37,10/11/2015 10:37,A07.2,CRIPTOSPORIDIOSIS,True
57,10/11/2015 10:37,10/11/2015 10:37,A07.3,ISOSPORIASIS,True
58,10/11/2015 10:37,10/11/2015 10:37,A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,True
59,10/11/2015 10:37,10/11/2015 10:37,A07.9,"ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA",True
60,10/11/2015 10:37,10/11/2015 10:37,A08,INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS,True
61,10/11/2015 10:37,10/11/2015 10:37,A08.0,ENTERITIS DEBIDA A ROTAVIRUS,True
62,10/11/2015 10:37,10/11/2015 10:37,A08.1,GASTROENTEROPATIA AGUDA DEBIDA AL AGENTE DE NORWALK,True
63,10/11/2015 10:37,10/11/2015 10:37,A08.2,ENTERITIS DEBIDA A ADENOVIRUS,True
64,10/11/2015 10:37,10/11/2015 10:37,A08.3,OTRAS ENTERITIS VIRALES,True
65,10/11/2015 10:37,10/11/2015 10:37,A08.4,"INFECCION INTESTINAL VIRAL, SIN OTRA ESPECIFICACION",True
66,10/11/2015 10:37,10/11/2015 10:37,A08.5,OTRAS INFECCIONES INTESTINALES ESPECIFICADAS,True
67,10/11/2015 10:37,10/11/2015 10:37,A09.X,DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO,True
68,10/11/2015 10:37,10/11/2015 10:37,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",True
69,10/11/2015 10:37,10/11/2015 10:37,A15.0,"TUBERCULOSIS DEL PULMON, CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO",True
70,10/11/2015 10:37,10/11/2015 10:37,A15.1,"TUBERCULOSIS DEL PULMON, CONFIRMADA UNICAMENTE POR CULTIVO",True
71,10/11/2015 10:37,10/11/2015 10:37,A15.2,"TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE",True
72,10/11/2015 10:37,10/11/2015 10:37,A15.3,"TUBERCULOSIS DEL PULMON, CONFIRMADA POR MEDIOS NO ESPECIFICADOS",True
73,10/11/2015 10:37,10/11/2015 10:37,A15.4,"TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",True
74,10/11/2015 10:37,10/11/2015 10:37,A15.5,"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",True
75,10/11/2015 10:37,10/11/2015 10:37,A15.6,"PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",True
76,10/11/2015 10:37,10/11/2015 10:37,A15.7,"TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",True
77,10/11/2015 10:37,10/11/2015 10:37,A15.8,"OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE",True
78,10/11/2015 10:37,10/11/2015 10:37,A15.9,"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",True
79,10/11/2015 10:37,10/11/2015 10:37,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",True
80,10/11/2015 10:37,10/11/2015 10:37,A16.0,"TUBERCULOSIS DEL PULMON, CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS",True
81,10/11/2015 10:37,10/11/2015 10:37,A16.1,"TUBERCULOSIS DE PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO",True
82,10/11/2015 10:37,10/11/2015 10:37,A16.2,"TUBERCULOSIS DE PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",True
83,10/11/2015 10:37,10/11/2015 10:37,A16.3,"TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",True
84,10/11/2015 10:37,10/11/2015 10:37,A16.4,"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",True
85,10/11/2015 10:37,10/11/2015 10:37,A16.5,"PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",True
86,10/11/2015 10:37,10/11/2015 10:37,A16.7,"TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",True
87,10/11/2015 10:37,10/11/2015 10:37,A16.8,"OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION",True
88,10/11/2015 10:37,10/11/2015 10:37,A16.9,"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",True
89,10/11/2015 10:37,10/11/2015 10:37,A17.0,MENINGITIS TUBERCULOSA (G01*),True
90,10/11/2015 10:37,10/11/2015 10:37,A17.1,TUBERCULOMA MENINGEO (G07*),True
91,10/11/2015 10:37,10/11/2015 10:37,A17.8,OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO,True
92,10/11/2015 10:37,10/11/2015 10:37,A17.9,"TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*)",True
93,10/11/2015 10:37,10/11/2015 10:37,A18,TUBERCULOSIS DE OTROS ORGANOS,True
94,10/11/2015 10:37,10/11/2015 10:37,A18.0,TUBERCULOSIS DE HUESOS Y ARTICULACIONES,True
95,10/11/2015 10:37,10/11/2015 10:37,A18.1,TUBERCULOSIS DEL APARATO GENITOURINARIO,True
96,10/11/2015 10:37,10/11/2015 10:37,A18.2,LINFADENOPATIA PERIFERICA TUBERCULOSA,True
97,10/11/2015 10:37,10/11/2015 10:37,A18.3,"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS",True
98,10/11/2015 10:37,10/11/2015 10:37,A18.4,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO,True
99,10/11/2015 10:37,10/11/2015 10:37,A18.5,TUBERCULOSIS DEL OJO,True
100,10/11/2015 10:37,10/11/2015 10:37,A18.6,TUBERCULOSIS DEL OIDO,True
101,10/11/2015 10:37,10/11/2015 10:37,A18.7,TUBERCULOSIS DE GLANDULAS SUPRARRENALES (E35.1*),True
102,10/11/2015 10:37,10/11/2015 10:37,A18.8,TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS,True
103,10/11/2015 10:37,10/11/2015 10:37,A19,TUBERCULOSIS MILIAR,True
104,10/11/2015 10:37,10/11/2015 10:37,A19.0,TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO,True
105,10/11/2015 10:37,10/11/2015 10:37,A19.1,TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES,True
106,10/11/2015 10:37,10/11/2015 10:37,A19.2,"TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA",True
107,10/11/2015 10:37,10/11/2015 10:37,A19.8,OTRAS TUBERCULOSIS MILIARES,True
108,10/11/2015 10:37,10/11/2015 10:37,A19.9,"TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION",True
109,10/11/2015 10:37,10/11/2015 10:37,A20,PESTE,True
110,10/11/2015 10:37,10/11/2015 10:37,A20.0,PESTE BUBONICA,True
111,10/11/2015 10:37,10/11/2015 10:37,A20.1,PESTE CELULOCUTANEA,True
112,10/11/2015 10:37,10/11/2015 10:37,A20.2,PESTE NEUMONICA,True
113,10/11/2015 10:37,10/11/2015 10:37,A20.3,MENINGITIS POR PESTE,True
114,10/11/2015 10:37,10/11/2015 10:37,A20.7,PESTE SEPTICEMICA,True
115,10/11/2015 10:37,10/11/2015 10:37,A20.8,OTRAS FORMAS DE PESTE,True
116,10/11/2015 10:37,10/11/2015 10:37,A20.9,"PESTE, NO ESPECIFICADA",True
117,10/11/2015 10:37,10/11/2015 10:37,A21,TULAREMIA,True
118,10/11/2015 10:37,10/11/2015 10:37,A21.0,TULAREMIA ULCEROGLANDULAR,True
119,10/11/2015 10:37,10/11/2015 10:37,A21.1,TULAREMIA OCULOGLANDULAR,True
120,10/11/2015 10:37,10/11/2015 10:37,A21.2,TULAREMIA PULMONAR,True
121,10/11/2015 10:37,10/11/2015 10:37,A21.3,TULAREMIA GASTROINTESTINAL,True
122,10/11/2015 10:37,10/11/2015 10:37,A21.7,TULAREMIA GENERALIZADA,True
123,10/11/2015 10:37,10/11/2015 10:37,A21.8,OTRAS FORMAS DE TULAREMIA,True
124,10/11/2015 10:37,10/11/2015 10:37,A21.9,"TULAREMIA, NO ESPECIFICADA",True
125,10/11/2015 10:37,10/11/2015 10:37,A22,CARBUNCO (ANTRAX),True
126,10/11/2015 10:37,10/11/2015 10:37,A22.0,CARBUNCO CUTANEO,True
127,10/11/2015 10:37,10/11/2015 10:37,A22.1,CARBUNCO PULMONAR,True
128,10/11/2015 10:37,10/11/2015 10:37,A22.2,CARBUNCO GASTROINTESTINAL,True
129,10/11/2015 10:37,10/11/2015 10:37,A22.7,CARBUNCO SEPTICEMICO,True
130,10/11/2015 10:37,10/11/2015 10:37,A22.8,OTRAS FORMAS DE CARBUNCO,True
131,10/11/2015 10:37,10/11/2015 10:37,A22.9,"CARBUNCO, NO ESPECIFICADO",True
132,10/11/2015 10:37,10/11/2015 10:37,A23,BRUCELOSIS,True
133,10/11/2015 10:37,10/11/2015 10:37,A23.0,BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS,True
134,10/11/2015 10:37,10/11/2015 10:37,A23.1,BRUCELOSIS DEBIDA A BRUCELLA ABORTUS,True
135,10/11/2015 10:37,10/11/2015 10:37,A23.2,BRUCELOSIS DEBIDA A BRUCELLA SUIS,True
136,10/11/2015 10:37,10/11/2015 10:37,A23.3,BRUCELOSIS DEBIDA A BRUCELLA CANIS,True
137,10/11/2015 10:37,10/11/2015 10:37,A23.8,OTRAS BRUCELOSIS,True
138,10/11/2015 10:37,10/11/2015 10:37,A23.9,"BRUCELOSIS, NO ESPECIFICADA",True
139,10/11/2015 10:37,10/11/2015 10:37,A24,MUERMO Y MELIOIDOSIS,True
140,10/11/2015 10:37,10/11/2015 10:37,A24.0,MUERMO,True
141,10/11/2015 10:37,10/11/2015 10:37,A24.1,MELIOIDOSIS AGUDA Y FULMINANTE,True
142,10/11/2015 10:37,10/11/2015 10:37,A24.2,MELIOIDOSIS SUBAGUDA Y CRONICA,True
143,10/11/2015 10:37,10/11/2015 10:37,A24.3,OTRAS MELIOIDOSIS,True
144,10/11/2015 10:37,10/11/2015 10:37,A24.4,"MELIOIDOSIS, NO ESPECIFICADA",True
145,10/11/2015 10:37,10/11/2015 10:37,A25,FIEBRES POR MORDEDURA DE RATA,True
146,10/11/2015 10:37,10/11/2015 10:37,A25.0,ESPIRILOSIS,True
147,10/11/2015 10:37,10/11/2015 10:37,A25.1,ESTREPTOBACILOSIS,True
148,10/11/2015 10:37,10/11/2015 10:37,A25.9,"FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA",True
149,10/11/2015 10:37,10/11/2015 10:37,A26,ERISIPELOIDE,True
150,10/11/2015 10:37,10/11/2015 10:37,A26.0,ERISIPELOIDE CUTANEO,True
151,10/11/2015 10:37,10/11/2015 10:37,A26.7,SEPTICEMIA POR ERYSIPELOTHRIX,True
152,10/11/2015 10:37,10/11/2015 10:37,A26.8,OTRAS FORMAS DE ERISIPELOIDE,True
153,10/11/2015 10:37,10/11/2015 10:37,A26.9,"ERISIPELOIDE, NO ESPECIFICADA",True
154,10/11/2015 10:37,10/11/2015 10:37,A27,LEPTOSPIROSIS,True
155,10/11/2015 10:37,10/11/2015 10:37,A27.0,LEPTOSPIROSIS ICTEROHEMORRAGICA,True
156,10/11/2015 10:37,10/11/2015 10:37,A27.8,OTRAS FORMAS DE LEPTOSPIROSIS,True
157,10/11/2015 10:37,10/11/2015 10:37,A27.9,"LEPTOSPIROSIS, NO ESPECIFICADA",True
158,10/11/2015 10:37,10/11/2015 10:37,A28,"OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE",True
159,10/11/2015 10:37,10/11/2015 10:37,A28.0,PASTEURELOSIS,True
160,10/11/2015 10:37,10/11/2015 10:37,A28.1,ENFERMEDAD POR RASGUNO DE GATO,True
161,10/11/2015 10:37,10/11/2015 10:37,A28.2,YERSINIOSIS EXTRAINTESTINAL,True
162,10/11/2015 10:37,10/11/2015 10:37,A28.8,"OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE",True
163,10/11/2015 10:37,10/11/2015 10:37,A28.9,"ENFERMEDAD ZOONOTICA BACTERIANA, SIN OTRA ESPECIFICACION",True
164,10/11/2015 10:37,10/11/2015 10:37,A30,LEPRA (ENFERMEDAD DE HANSEN),True
165,10/11/2015 10:37,10/11/2015 10:37,A30.0,LEPRA INDETERMINADA,True
166,10/11/2015 10:37,10/11/2015 10:37,A30.1,LEPRA TUBERCULOIDE,True
167,10/11/2015 10:37,10/11/2015 10:37,A30.2,LEPRA TUBERCULOIDE LIMITROFE,True
168,10/11/2015 10:37,10/11/2015 10:37,A30.3,LEPRA LIMITROFE,True
169,10/11/2015 10:37,10/11/2015 10:37,A30.4,LEPRA LEPROMATOSA LIMITROFE,True
170,10/11/2015 10:37,10/11/2015 10:37,A30.5,LEPRA LEPROMATOSA,True
171,10/11/2015 10:37,10/11/2015 10:37,A30.8,OTRAS FORMAS DE LEPRA,True
172,10/11/2015 10:37,10/11/2015 10:37,A30.9,"LEPRA, NO ESPECIFICADA",True
173,10/11/2015 10:37,10/11/2015 10:37,A31,INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS,True
174,10/11/2015 10:37,10/11/2015 10:37,A31.0,INFECCIONES POR MICOBACTERIAS PULMONARES,True
175,10/11/2015 10:37,10/11/2015 10:37,A31.1,INFECCION CUTANEA POR MICOBACTERIAS,True
176,10/11/2015 10:37,10/11/2015 10:37,A31.8,OTRAS INFECCIONES POR MICOBACTERIAS,True
177,10/11/2015 10:37,10/11/2015 10:37,A31.9,"INFECCION POR MICOBACTERIA, NO ESPECIFICADA",True
178,10/11/2015 10:37,10/11/2015 10:37,A32,LISTERIOSIS,True
179,10/11/2015 10:37,10/11/2015 10:37,A32.0,LISTERIOSIS CUTANEA,True
180,10/11/2015 10:37,10/11/2015 10:37,A32.1,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA,True
181,10/11/2015 10:37,10/11/2015 10:37,A32.7,SEPTICEMIA LISTERIANA,True
182,10/11/2015 10:37,10/11/2015 10:37,A32.8,OTRAS FORMAS DE LISTERIOSIS,True
183,10/11/2015 10:37,10/11/2015 10:37,A32.9,"LISTERIOSIS, NO ESPECIFICADA",True
184,10/11/2015 10:37,10/11/2015 10:37,A33.X,TETANOS NEONATAL,True
185,10/11/2015 10:37,10/11/2015 10:37,A34.X,TETANOS OBSTETRICO,True
186,10/11/2015 10:37,10/11/2015 10:37,A35.X,OTROS TETANOS,True
187,10/11/2015 10:37,10/11/2015 10:37,A36,DIFTERIA,True
188,10/11/2015 10:37,10/11/2015 10:37,A36.0,DIFTERIA FARINGEA,True
189,10/11/2015 10:37,10/11/2015 10:37,A36.1,DIFTERIA NASOFARINGEA,True
190,10/11/2015 10:37,10/11/2015 10:37,A36.2,DIFTERIA LARINGEA,True
191,10/11/2015 10:37,10/11/2015 10:37,A36.3,DIFTERIA CUTANEA,True
192,10/11/2015 10:37,10/11/2015 10:37,A36.8,OTRAS DIFTERIAS,True
193,10/11/2015 10:37,10/11/2015 10:37,A36.9,"DIFTERIA, NO ESPECIFICADA",True
194,10/11/2015 10:37,10/11/2015 10:37,A37,TOS FERINA (TOS CONVULSIVA),True
195,10/11/2015 10:37,10/11/2015 10:37,A37.0,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS,True
196,10/11/2015 10:37,10/11/2015 10:37,A37.1,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS,True
197,10/11/2015 10:37,10/11/2015 10:37,A37.8,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA,True
198,10/11/2015 10:37,10/11/2015 10:37,A37.9,"TOS FERINA, NO ESPECIFICADA",True
199,10/11/2015 10:37,10/11/2015 10:37,A38.X,ESCARLATINA,True
200,10/11/2015 10:37,10/11/2015 10:37,A39,INFECCION MENINGOCOCICA,True
201,10/11/2015 10:37,10/11/2015 10:37,A39.0,MENINGITIS MENINGOCOCICA (G01*),True
202,10/11/2015 10:37,10/11/2015 10:37,A39.1,SINDROME DE WATERHOUSE-FRIDERICHSEN (E35.1*),True
203,10/11/2015 10:37,10/11/2015 10:37,A39.2,MENINGOCOCEMIA AGUDA,True
204,10/11/2015 10:37,10/11/2015 10:37,A39.3,MENINGOCOCEMIA CRONICA,True
205,10/11/2015 10:37,10/11/2015 10:37,A39.4,"MENINGOCOCEMIA, NO ESPECIFICADA",True
206,10/11/2015 10:37,10/11/2015 10:37,A39.5,ENFERMEDAD CARDIACA DEBIDA A MENINGOCOCO,True
207,10/11/2015 10:37,10/11/2015 10:37,A39.8,OTRAS INFECCIONES MENINGOCOCICAS:,True
208,10/11/2015 10:37,10/11/2015 10:37,A39.9,"INFECCION MENINGOCOCICA, NO ESPECIFICADA",True
209,10/11/2015 10:37,10/11/2015 10:37,A40,SEPTICEMIA ESTREPTOCOCICA,True
210,10/11/2015 10:37,10/11/2015 10:37,A40.0,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO A",True
211,10/11/2015 10:37,10/11/2015 10:37,A40.1,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO B",True
212,10/11/2015 10:37,10/11/2015 10:37,A40.2,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO D",True
213,10/11/2015 10:37,10/11/2015 10:37,A40.3,SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE,True
214,10/11/2015 10:37,10/11/2015 10:37,A40.8,OTRAS SEPTICEMIAS ESTREPTOCOCICAS,True
215,10/11/2015 10:37,10/11/2015 10:37,A40.9,"SEPTICEMIA ESTREPTOCOCICA, NO ESPECIFICADA",True
216,10/11/2015 10:37,10/11/2015 10:37,A41,OTRAS SEPTICEMIAS,True
217,10/11/2015 10:37,10/11/2015 10:37,A41.0,SEPTICEMIA DEBIDA A STAPHYLOCOCCUS AUREUS,True
218,10/11/2015 10:37,10/11/2015 10:37,A41.1,SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO,True
219,10/11/2015 10:37,10/11/2015 10:37,A41.2,SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO,True
220,10/11/2015 10:37,10/11/2015 10:37,A41.3,SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE,True
221,10/11/2015 10:37,10/11/2015 10:37,A41.4,SEPTICEMIA DEBIDA A ANAEROBIOS,True
222,10/11/2015 10:37,10/11/2015 10:37,A41.5,SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS,True
223,10/11/2015 10:37,10/11/2015 10:37,A41.8,OTRAS SEPTICEMIAS ESPECIFICADAS,True
224,10/11/2015 10:37,10/11/2015 10:37,A41.9,"SEPTICEMIA, NO ESPECIFICADA",True
225,10/11/2015 10:37,10/11/2015 10:37,A42,ACTINOMICOSIS,True
226,10/11/2015 10:37,10/11/2015 10:37,A42.0,ACTINOMICOSIS PULMONAR,True
227,10/11/2015 10:37,10/11/2015 10:37,A42.1,ACTINOMICOSIS ABDOMINAL,True
228,10/11/2015 10:37,10/11/2015 10:37,A42.2,ACTINOMICOSIS CERVICOFACIAL,True
229,10/11/2015 10:37,10/11/2015 10:37,A42.7,SEPTICEMIA ACTINOMICOTICA,True
230,10/11/2015 10:37,10/11/2015 10:37,A42.8,OTRAS FORMAS DE ACTINOMICOSIS,True
231,10/11/2015 10:37,10/11/2015 10:37,A42.9,"ACTINOMICOSIS, SIN OTRA ESPECIFICACION",True
232,10/11/2015 10:37,10/11/2015 10:37,A43,NOCARDIOSIS,True
233,10/11/2015 10:37,10/11/2015 10:37,A43.0,NOCARDIOSIS PULMONAR,True
234,10/11/2015 10:37,10/11/2015 10:37,A43.1,NOCARDIOSIS CUTANEA,True
235,10/11/2015 10:37,10/11/2015 10:37,A43.8,OTRAS FORMAS DE NOCARDIOSIS,True
236,10/11/2015 10:37,10/11/2015 10:37,A43.9,"NOCARDIOSIS, NO ESPECIFICADA",True
237,10/11/2015 10:37,10/11/2015 10:37,A44,BARTONELOSIS,True
238,10/11/2015 10:37,10/11/2015 10:37,A44.0,BARTONELOSIS SISTEMICA,True
