id,created,modified,codigo,habilitado,nombre
20,10/11/2015 10:37,10/11/2015 10:37,A03.3,True,SHIGELOSIS DEBIDA A SHIGELLA SONNEI
21,10/11/2015 10:37,10/11/2015 10:37,A03.8,True,OTRAS SHIGELOSIS
22,10/11/2015 10:37,10/11/2015 10:37,A03.9,True,SHIGELOSIS DE TIPO NO ESPECIFICADO
23,10/11/2015 10:37,10/11/2015 10:37,A04,True,OTRAS INFECCIONES INTESTINALES BACTERIANAS
24,10/11/2015 10:37,10/11/2015 10:37,A04.0,True,INFECCION DEBIDA A ESCHERICHIA COLI ENTEROPATOGENA
25,10/11/2015 10:37,10/11/2015 10:37,A04.1,True,INFECCION DEBIDA A ESCHERICHIA COLI ENTEROTOXIGENA
26,10/11/2015 10:37,10/11/2015 10:37,A04.2,True,INFECCION DEBIDA A ESCHERICHIA COLI ENTEROINVASIVA
27,10/11/2015 10:37,10/11/2015 10:37,A04.3,True,INFECCION DEBIDA A ESCHERICHIA COLI ENTEROHEMORRAGICA
28,10/11/2015 10:37,10/11/2015 10:37,A04.4,True,OTRAS INFECCIONES INTESTINALES DEBIDAS A ESCHERICHIA COLI
29,10/11/2015 10:37,10/11/2015 10:37,A04.5,True,ENTERITIS DEBIDA A CAMPYLOBACTER
30,10/11/2015 10:37,10/11/2015 10:37,A04.6,True,ENTERITIS DEBIDA A YERSINIA ENTEROCOLITICA
31,10/11/2015 10:37,10/11/2015 10:37,A04.7,True,ENTEROCOLITIS DEBIDA A CLOSTRIDIUM DIFFICILE
32,10/11/2015 10:37,10/11/2015 10:37,A04.8,True,OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS
33,10/11/2015 10:37,10/11/2015 10:37,A04.9,True,"INFECCION INTESTINAL BACTERIANA, NO ESPECIFICADA"
34,10/11/2015 10:37,10/11/2015 10:37,A05,True,OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS
35,10/11/2015 10:37,10/11/2015 10:37,A05.0,True,INTOXICACION ALIMENTARIA ESTAFILOCOCICA
36,10/11/2015 10:37,10/11/2015 10:37,A05.1,True,BOTULISMO
37,10/11/2015 10:37,10/11/2015 10:37,A05.2,True,INTOXICACION ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS
38,10/11/2015 10:37,10/11/2015 10:37,A05.3,True,INTOXICACION ALIMENTARIA DEBIDA A VIBRIO PARAHAEMOLYTICUS
39,10/11/2015 10:37,10/11/2015 10:37,A05.4,True,INTOXICACION ALIMENTARIA DEBIDA A BACILLUS CEREUS
40,10/11/2015 10:37,10/11/2015 10:37,A05.8,True,OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS
41,10/11/2015 10:37,10/11/2015 10:37,A05.9,True,"INTOXICACION ALIMENTARIA BACTERIANA, NO ESPECIFICADA"
42,10/11/2015 10:37,10/11/2015 10:37,A06,True,AMEBIASIS
43,10/11/2015 10:37,10/11/2015 10:37,A06.0,True,DISENTERIA AMEBIANA AGUDA
44,10/11/2015 10:37,10/11/2015 10:37,A06.1,True,AMEBIASIS INTESTINAL CRONICA
45,10/11/2015 10:37,10/11/2015 10:37,A06.2,True,COLITIS AMEBIANA NO DISENTERICA
46,10/11/2015 10:37,10/11/2015 10:37,A06.3,True,AMEBOMA INTESTINAL
47,10/11/2015 10:37,10/11/2015 10:37,A06.4,True,ABSCESO AMEBIANO DEL HIGADO
48,10/11/2015 10:37,10/11/2015 10:37,A06.5,True,ABSCESO AMEBIANO DEL PULMON
49,10/11/2015 10:37,10/11/2015 10:37,A06.6,True,ABSCESO AMEBIANO DEL CEREBRO
50,10/11/2015 10:37,10/11/2015 10:37,A06.7,True,AMEBIASIS CUTANEA
51,10/11/2015 10:37,10/11/2015 10:37,A06.8,True,INFECCION AMEBIANA DE OTRAS LOCALIZACIONES
52,10/11/2015 10:37,10/11/2015 10:37,A06.9,True,"AMEBIASIS, NO ESPECIFICADA"
53,10/11/2015 10:37,10/11/2015 10:37,A07,True,OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS
54,10/11/2015 10:37,10/11/2015 10:37,A07.0,True,BALANTIDIASIS
55,10/11/2015 10:37,10/11/2015 10:37,A07.1,True,GIARDIASIS (LAMBLIASIS)
56,10/11/2015 10:37,10/11/2015 10:37,A07.2,True,CRIPTOSPORIDIOSIS
57,10/11/2015 10:37,10/11/2015 10:37,A07.3,True,ISOSPORIASIS
58,10/11/2015 10:37,10/11/2015 10:37,A07.8,True,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS
59,10/11/2015 10:37,10/11/2015 10:37,A07.9,True,"ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA"
60,10/11/2015 10:37,10/11/2015 10:37,A08,True,INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS
61,10/11/2015 10:37,10/11/2015 10:37,A08.0,True,ENTERITIS DEBIDA A ROTAVIRUS
62,10/11/2015 10:37,10/11/2015 10:37,A08.1,True,GASTROENTEROPATIA AGUDA DEBIDA AL AGENTE DE NORWALK
63,10/11/2015 10:37,10/11/2015 10:37,A08.2,True,ENTERITIS DEBIDA A ADENOVIRUS
64,10/11/2015 10:37,10/11/2015 10:37,A08.3,True,OTRAS ENTERITIS VIRALES
65,10/11/2015 10:37,10/11/2015 10:37,A08.4,True,"INFECCION INTESTINAL VIRAL, SIN OTRA ESPECIFICACION"
66,10/11/2015 10:37,10/11/2015 10:37,A08.5,True,OTRAS INFECCIONES INTESTINALES ESPECIFICADAS
67,10/11/2015 10:37,10/11/2015 10:37,A09.X,True,DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO
68,10/11/2015 10:37,10/11/2015 10:37,A15,True,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE"
69,10/11/2015 10:37,10/11/2015 10:37,A15.0,True,"TUBERCULOSIS DEL PULMON, CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO"
70,10/11/2015 10:37,10/11/2015 10:37,A15.1,True,"TUBERCULOSIS DEL PULMON, CONFIRMADA UNICAMENTE POR CULTIVO"
71,10/11/2015 10:37,10/11/2015 10:37,A15.2,True,"TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE"
72,10/11/2015 10:37,10/11/2015 10:37,A15.3,True,"TUBERCULOSIS DEL PULMON, CONFIRMADA POR MEDIOS NO ESPECIFICADOS"
73,10/11/2015 10:37,10/11/2015 10:37,A15.4,True,"TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE"
74,10/11/2015 10:37,10/11/2015 10:37,A15.5,True,"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE"
75,10/11/2015 10:37,10/11/2015 10:37,A15.6,True,"PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE"
76,10/11/2015 10:37,10/11/2015 10:37,A15.7,True,"TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE"
77,10/11/2015 10:37,10/11/2015 10:37,A15.8,True,"OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE"
78,10/11/2015 10:37,10/11/2015 10:37,A15.9,True,"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE"
79,10/11/2015 10:37,10/11/2015 10:37,A16,True,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE"
80,10/11/2015 10:37,10/11/2015 10:37,A16.0,True,"TUBERCULOSIS DEL PULMON, CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS"
81,10/11/2015 10:37,10/11/2015 10:37,A16.1,True,"TUBERCULOSIS DE PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO"
82,10/11/2015 10:37,10/11/2015 10:37,A16.2,True,"TUBERCULOSIS DE PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA"
83,10/11/2015 10:37,10/11/2015 10:37,A16.3,True,"TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA"
84,10/11/2015 10:37,10/11/2015 10:37,A16.4,True,"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA"
85,10/11/2015 10:37,10/11/2015 10:37,A16.5,True,"PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA"
86,10/11/2015 10:37,10/11/2015 10:37,A16.7,True,"TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA"
87,10/11/2015 10:37,10/11/2015 10:37,A16.8,True,"OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION"
88,10/11/2015 10:37,10/11/2015 10:37,A16.9,True,"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA"
89,10/11/2015 10:37,10/11/2015 10:37,A17.0,True,MENINGITIS TUBERCULOSA (G01*)
90,10/11/2015 10:37,10/11/2015 10:37,A17.1,True,TUBERCULOMA MENINGEO (G07*)
91,10/11/2015 10:37,10/11/2015 10:37,A17.8,True,OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO
92,10/11/2015 10:37,10/11/2015 10:37,A17.9,True,"TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*)"
93,10/11/2015 10:37,10/11/2015 10:37,A18,True,TUBERCULOSIS DE OTROS ORGANOS
94,10/11/2015 10:37,10/11/2015 10:37,A18.0,True,TUBERCULOSIS DE HUESOS Y ARTICULACIONES
95,10/11/2015 10:37,10/11/2015 10:37,A18.1,True,TUBERCULOSIS DEL APARATO GENITOURINARIO
96,10/11/2015 10:37,10/11/2015 10:37,A18.2,True,LINFADENOPATIA PERIFERICA TUBERCULOSA
97,10/11/2015 10:37,10/11/2015 10:37,A18.3,True,"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS"
98,10/11/2015 10:37,10/11/2015 10:37,A18.4,True,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO
99,10/11/2015 10:37,10/11/2015 10:37,A18.5,True,TUBERCULOSIS DEL OJO
100,10/11/2015 10:37,10/11/2015 10:37,A18.6,True,TUBERCULOSIS DEL OIDO
101,10/11/2015 10:37,10/11/2015 10:37,A18.7,True,TUBERCULOSIS DE GLANDULAS SUPRARRENALES (E35.1*)
102,10/11/2015 10:37,10/11/2015 10:37,A18.8,True,TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS
103,10/11/2015 10:37,10/11/2015 10:37,A19,True,TUBERCULOSIS MILIAR
104,10/11/2015 10:37,10/11/2015 10:37,A19.0,True,TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO
105,10/11/2015 10:37,10/11/2015 10:37,A19.1,True,TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES
106,10/11/2015 10:37,10/11/2015 10:37,A19.2,True,"TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA"
107,10/11/2015 10:37,10/11/2015 10:37,A19.8,True,OTRAS TUBERCULOSIS MILIARES
108,10/11/2015 10:37,10/11/2015 10:37,A19.9,True,"TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION"
109,10/11/2015 10:37,10/11/2015 10:37,A20,True,PESTE
110,10/11/2015 10:37,10/11/2015 10:37,A20.0,True,PESTE BUBONICA
111,10/11/2015 10:37,10/11/2015 10:37,A20.1,True,PESTE CELULOCUTANEA
112,10/11/2015 10:37,10/11/2015 10:37,A20.2,True,PESTE NEUMONICA
113,10/11/2015 10:37,10/11/2015 10:37,A20.3,True,MENINGITIS POR PESTE
114,10/11/2015 10:37,10/11/2015 10:37,A20.7,True,PESTE SEPTICEMICA
115,10/11/2015 10:37,10/11/2015 10:37,A20.8,True,OTRAS FORMAS DE PESTE
116,10/11/2015 10:37,10/11/2015 10:37,A20.9,True,"PESTE, NO ESPECIFICADA"
117,10/11/2015 10:37,10/11/2015 10:37,A21,True,TULAREMIA
118,10/11/2015 10:37,10/11/2015 10:37,A21.0,True,TULAREMIA ULCEROGLANDULAR
119,10/11/2015 10:37,10/11/2015 10:37,A21.1,True,TULAREMIA OCULOGLANDULAR
120,10/11/2015 10:37,10/11/2015 10:37,A21.2,True,TULAREMIA PULMONAR
121,10/11/2015 10:37,10/11/2015 10:37,A21.3,True,TULAREMIA GASTROINTESTINAL
122,10/11/2015 10:37,10/11/2015 10:37,A21.7,True,TULAREMIA GENERALIZADA
123,10/11/2015 10:37,10/11/2015 10:37,A21.8,True,OTRAS FORMAS DE TULAREMIA
124,10/11/2015 10:37,10/11/2015 10:37,A21.9,True,"TULAREMIA, NO ESPECIFICADA"
125,10/11/2015 10:37,10/11/2015 10:37,A22,True,CARBUNCO (ANTRAX)
126,10/11/2015 10:37,10/11/2015 10:37,A22.0,True,CARBUNCO CUTANEO
127,10/11/2015 10:37,10/11/2015 10:37,A22.1,True,CARBUNCO PULMONAR
128,10/11/2015 10:37,10/11/2015 10:37,A22.2,True,CARBUNCO GASTROINTESTINAL
129,10/11/2015 10:37,10/11/2015 10:37,A22.7,True,CARBUNCO SEPTICEMICO
130,10/11/2015 10:37,10/11/2015 10:37,A22.8,True,OTRAS FORMAS DE CARBUNCO
131,10/11/2015 10:37,10/11/2015 10:37,A22.9,True,"CARBUNCO, NO ESPECIFICADO"
132,10/11/2015 10:37,10/11/2015 10:37,A23,True,BRUCELOSIS
133,10/11/2015 10:37,10/11/2015 10:37,A23.0,True,BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS
134,10/11/2015 10:37,10/11/2015 10:37,A23.1,True,BRUCELOSIS DEBIDA A BRUCELLA ABORTUS
135,10/11/2015 10:37,10/11/2015 10:37,A23.2,True,BRUCELOSIS DEBIDA A BRUCELLA SUIS
136,10/11/2015 10:37,10/11/2015 10:37,A23.3,True,BRUCELOSIS DEBIDA A BRUCELLA CANIS
137,10/11/2015 10:37,10/11/2015 10:37,A23.8,True,OTRAS BRUCELOSIS
138,10/11/2015 10:37,10/11/2015 10:37,A23.9,True,"BRUCELOSIS, NO ESPECIFICADA"
139,10/11/2015 10:37,10/11/2015 10:37,A24,True,MUERMO Y MELIOIDOSIS
140,10/11/2015 10:37,10/11/2015 10:37,A24.0,True,MUERMO
141,10/11/2015 10:37,10/11/2015 10:37,A24.1,True,MELIOIDOSIS AGUDA Y FULMINANTE
142,10/11/2015 10:37,10/11/2015 10:37,A24.2,True,MELIOIDOSIS SUBAGUDA Y CRONICA
143,10/11/2015 10:37,10/11/2015 10:37,A24.3,True,OTRAS MELIOIDOSIS
144,10/11/2015 10:37,10/11/2015 10:37,A24.4,True,"MELIOIDOSIS, NO ESPECIFICADA"
145,10/11/2015 10:37,10/11/2015 10:37,A25,True,FIEBRES POR MORDEDURA DE RATA
146,10/11/2015 10:37,10/11/2015 10:37,A25.0,True,ESPIRILOSIS
147,10/11/2015 10:37,10/11/2015 10:37,A25.1,True,ESTREPTOBACILOSIS
148,10/11/2015 10:37,10/11/2015 10:37,A25.9,True,"FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA"
149,10/11/2015 10:37,10/11/2015 10:37,A26,True,ERISIPELOIDE
150,10/11/2015 10:37,10/11/2015 10:37,A26.0,True,ERISIPELOIDE CUTANEO
151,10/11/2015 10:37,10/11/2015 10:37,A26.7,True,SEPTICEMIA POR ERYSIPELOTHRIX
152,10/11/2015 10:37,10/11/2015 10:37,A26.8,True,OTRAS FORMAS DE ERISIPELOIDE
153,10/11/2015 10:37,10/11/2015 10:37,A26.9,True,"ERISIPELOIDE, NO ESPECIFICADA"
154,10/11/2015 10:37,10/11/2015 10:37,A27,True,LEPTOSPIROSIS
155,10/11/2015 10:37,10/11/2015 10:37,A27.0,True,LEPTOSPIROSIS ICTEROHEMORRAGICA
156,10/11/2015 10:37,10/11/2015 10:37,A27.8,True,OTRAS FORMAS DE LEPTOSPIROSIS
157,10/11/2015 10:37,10/11/2015 10:37,A27.9,True,"LEPTOSPIROSIS, NO ESPECIFICADA"
158,10/11/2015 10:37,10/11/2015 10:37,A28,True,"OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE"
159,10/11/2015 10:37,10/11/2015 10:37,A28.0,True,PASTEURELOSIS
160,10/11/2015 10:37,10/11/2015 10:37,A28.1,True,ENFERMEDAD POR RASGUNO DE GATO
161,10/11/2015 10:37,10/11/2015 10:37,A28.2,True,YERSINIOSIS EXTRAINTESTINAL
162,10/11/2015 10:37,10/11/2015 10:37,A28.8,True,"OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE"
163,10/11/2015 10:37,10/11/2015 10:37,A28.9,True,"ENFERMEDAD ZOONOTICA BACTERIANA, SIN OTRA ESPECIFICACION"
164,10/11/2015 10:37,10/11/2015 10:37,A30,True,LEPRA (ENFERMEDAD DE HANSEN)
165,10/11/2015 10:37,10/11/2015 10:37,A30.0,True,LEPRA INDETERMINADA
166,10/11/2015 10:37,10/11/2015 10:37,A30.1,True,LEPRA TUBERCULOIDE
167,10/11/2015 10:37,10/11/2015 10:37,A30.2,True,LEPRA TUBERCULOIDE LIMITROFE
168,10/11/2015 10:37,10/11/2015 10:37,A30.3,True,LEPRA LIMITROFE
169,10/11/2015 10:37,10/11/2015 10:37,A30.4,True,LEPRA LEPROMATOSA LIMITROFE
170,10/11/2015 10:37,10/11/2015 10:37,A30.5,True,LEPRA LEPROMATOSA
171,10/11/2015 10:37,10/11/2015 10:37,A30.8,True,OTRAS FORMAS DE LEPRA
172,10/11/2015 10:37,10/11/2015 10:37,A30.9,True,"LEPRA, NO ESPECIFICADA"
173,10/11/2015 10:37,10/11/2015 10:37,A31,True,INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS
174,10/11/2015 10:37,10/11/2015 10:37,A31.0,True,INFECCIONES POR MICOBACTERIAS PULMONARES
175,10/11/2015 10:37,10/11/2015 10:37,A31.1,True,INFECCION CUTANEA POR MICOBACTERIAS
176,10/11/2015 10:37,10/11/2015 10:37,A31.8,True,OTRAS INFECCIONES POR MICOBACTERIAS
177,10/11/2015 10:37,10/11/2015 10:37,A31.9,True,"INFECCION POR MICOBACTERIA, NO ESPECIFICADA"
178,10/11/2015 10:37,10/11/2015 10:37,A32,True,LISTERIOSIS
179,10/11/2015 10:37,10/11/2015 10:37,A32.0,True,LISTERIOSIS CUTANEA
180,10/11/2015 10:37,10/11/2015 10:37,A32.1,True,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA
181,10/11/2015 10:37,10/11/2015 10:37,A32.7,True,SEPTICEMIA LISTERIANA
182,10/11/2015 10:37,10/11/2015 10:37,A32.8,True,OTRAS FORMAS DE LISTERIOSIS
183,10/11/2015 10:37,10/11/2015 10:37,A32.9,True,"LISTERIOSIS, NO ESPECIFICADA"
184,10/11/2015 10:37,10/11/2015 10:37,A33.X,True,TETANOS NEONATAL
185,10/11/2015 10:37,10/11/2015 10:37,A34.X,True,TETANOS OBSTETRICO
186,10/11/2015 10:37,10/11/2015 10:37,A35.X,True,OTROS TETANOS
187,10/11/2015 10:37,10/11/2015 10:37,A36,True,DIFTERIA
188,10/11/2015 10:37,10/11/2015 10:37,A36.0,True,DIFTERIA FARINGEA
189,10/11/2015 10:37,10/11/2015 10:37,A36.1,True,DIFTERIA NASOFARINGEA
190,10/11/2015 10:37,10/11/2015 10:37,A36.2,True,DIFTERIA LARINGEA
191,10/11/2015 10:37,10/11/2015 10:37,A36.3,True,DIFTERIA CUTANEA
192,10/11/2015 10:37,10/11/2015 10:37,A36.8,True,OTRAS DIFTERIAS
193,10/11/2015 10:37,10/11/2015 10:37,A36.9,True,"DIFTERIA, NO ESPECIFICADA"
194,10/11/2015 10:37,10/11/2015 10:37,A37,True,TOS FERINA (TOS CONVULSIVA)
195,10/11/2015 10:37,10/11/2015 10:37,A37.0,True,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS
196,10/11/2015 10:37,10/11/2015 10:37,A37.1,True,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS
197,10/11/2015 10:37,10/11/2015 10:37,A37.8,True,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA
198,10/11/2015 10:37,10/11/2015 10:37,A37.9,True,"TOS FERINA, NO ESPECIFICADA"
199,10/11/2015 10:37,10/11/2015 10:37,A38.X,True,ESCARLATINA
200,10/11/2015 10:37,10/11/2015 10:37,A39,True,INFECCION MENINGOCOCICA
201,10/11/2015 10:37,10/11/2015 10:37,A39.0,True,MENINGITIS MENINGOCOCICA (G01*)
202,10/11/2015 10:37,10/11/2015 10:37,A39.1,True,SINDROME DE WATERHOUSE-FRIDERICHSEN (E35.1*)
203,10/11/2015 10:37,10/11/2015 10:37,A39.2,True,MENINGOCOCEMIA AGUDA
204,10/11/2015 10:37,10/11/2015 10:37,A39.3,True,MENINGOCOCEMIA CRONICA
205,10/11/2015 10:37,10/11/2015 10:37,A39.4,True,"MENINGOCOCEMIA, NO ESPECIFICADA"
206,10/11/2015 10:37,10/11/2015 10:37,A39.5,True,ENFERMEDAD CARDIACA DEBIDA A MENINGOCOCO
207,10/11/2015 10:37,10/11/2015 10:37,A39.8,True,OTRAS INFECCIONES MENINGOCOCICAS:
208,10/11/2015 10:37,10/11/2015 10:37,A39.9,True,"INFECCION MENINGOCOCICA, NO ESPECIFICADA"
209,10/11/2015 10:37,10/11/2015 10:37,A40,True,SEPTICEMIA ESTREPTOCOCICA
210,10/11/2015 10:37,10/11/2015 10:37,A40.0,True,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO A"
211,10/11/2015 10:37,10/11/2015 10:37,A40.1,True,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO B"
212,10/11/2015 10:37,10/11/2015 10:37,A40.2,True,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO D"
213,10/11/2015 10:37,10/11/2015 10:37,A40.3,True,SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE
214,10/11/2015 10:37,10/11/2015 10:37,A40.8,True,OTRAS SEPTICEMIAS ESTREPTOCOCICAS
215,10/11/2015 10:37,10/11/2015 10:37,A40.9,True,"SEPTICEMIA ESTREPTOCOCICA, NO ESPECIFICADA"
216,10/11/2015 10:37,10/11/2015 10:37,A41,True,OTRAS SEPTICEMIAS
217,10/11/2015 10:37,10/11/2015 10:37,A41.0,True,SEPTICEMIA DEBIDA A STAPHYLOCOCCUS AUREUS
218,10/11/2015 10:37,10/11/2015 10:37,A41.1,True,SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO
219,10/11/2015 10:37,10/11/2015 10:37,A41.2,True,SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO
220,10/11/2015 10:37,10/11/2015 10:37,A41.3,True,SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE
221,10/11/2015 10:37,10/11/2015 10:37,A41.4,True,SEPTICEMIA DEBIDA A ANAEROBIOS
222,10/11/2015 10:37,10/11/2015 10:37,A41.5,True,SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS
223,10/11/2015 10:37,10/11/2015 10:37,A41.8,True,OTRAS SEPTICEMIAS ESPECIFICADAS
224,10/11/2015 10:37,10/11/2015 10:37,A41.9,True,"SEPTICEMIA, NO ESPECIFICADA"
225,10/11/2015 10:37,10/11/2015 10:37,A42,True,ACTINOMICOSIS
226,10/11/2015 10:37,10/11/2015 10:37,A42.0,True,ACTINOMICOSIS PULMONAR
227,10/11/2015 10:37,10/11/2015 10:37,A42.1,True,ACTINOMICOSIS ABDOMINAL
228,10/11/2015 10:37,10/11/2015 10:37,A42.2,True,ACTINOMICOSIS CERVICOFACIAL
229,10/11/2015 10:37,10/11/2015 10:37,A42.7,True,SEPTICEMIA ACTINOMICOTICA
230,10/11/2015 10:37,10/11/2015 10:37,A42.8,True,OTRAS FORMAS DE ACTINOMICOSIS
231,10/11/2015 10:37,10/11/2015 10:37,A42.9,True,"ACTINOMICOSIS, SIN OTRA ESPECIFICACION"
232,10/11/2015 10:37,10/11/2015 10:37,A43,True,NOCARDIOSIS
233,10/11/2015 10:37,10/11/2015 10:37,A43.0,True,NOCARDIOSIS PULMONAR
234,10/11/2015 10:37,10/11/2015 10:37,A43.1,True,NOCARDIOSIS CUTANEA
235,10/11/2015 10:37,10/11/2015 10:37,A43.8,True,OTRAS FORMAS DE NOCARDIOSIS
236,10/11/2015 10:37,10/11/2015 10:37,A43.9,True,"NOCARDIOSIS, NO ESPECIFICADA"
237,10/11/2015 10:37,10/11/2015 10:37,A44,True,BARTONELOSIS
